9	9	7	r.2	g.98	b.55
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	
0	0	3.r:9	0	0	0	0	0	0	
0	0	3.r:9	0	0	0	0	1	0	
0	0	0	0	0	0	0	1	0	
0	1	5.t:0	1	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	2	0	
0	0	0	0	0	0	0	3.r:10	0	
0	0	3.r:9	0	0	0	0	3.r:10	0	
0	0	3.r:9	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	3.r:10	8.e:1	0	0	0	0	8.e:2	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	8.e:2	0	
0	0	0	0	0	0	0	0	0	
0	0	3.r:9	0	0	0	0	0	0	
0	0	3.r:9	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	3.r:9	0	0	0	0	0	0	
0	0	3.r:9	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	7.t:4.s:7	7.t:3.s:7	0	
0	0	0	0	0	0	7.t:6.s:7	7.t:1.s:7	0	
0	0	0	0	0	0	7.t:0.s:7	7.t:2.s:10	0	
0	7.t:1.s:7	0	7.t:3.s:7	7.t:0.s:7	7.t:0.s:4	7.t:0.s:11	0	0	
0	0	0	0	7.t:2.s:9	7.t:1.s:8	7.t:0.s:7	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
